移动央卫,#genre#
贝爷影厅✔原,http://124.248.69.76:35455/douyu/252802
邵氏影院,http://124.248.69.76:35455/douyu/4246519
王振,http://124.248.69.76:35455/douyu/24939
王振,http://159.75.85.63:35455/douyu/24939

欢乐剧场,#genre#
欢乐剧场电视剧1,http://124.248.69.76:35455/douyu/276200
欢乐剧场电视剧2,http://124.248.69.76:35455/douyu/4290711
欢乐剧场电视剧3,http://124.248.69.76:35455/douyu/299854
欢乐剧场电视剧4,http://124.248.69.76:35455/douyu/5261342
欢乐剧场电视剧5,http://124.248.69.76:35455/douyu/3439096
欢乐剧场电视剧6,http://124.248.69.76:35455/douyu/4549169
欢乐剧场电视剧7,http://124.248.69.76:35455/douyu/7459925
欢乐剧场电视剧8,http://124.248.69.76:35455/douyu/2838296
欢乐剧场电视剧10,http://124.248.69.76:35455/douyu/6566658

轮播剧集,#genre#
鹿鼎记-周星驰版,http://124.248.69.76:35455/yy/1354658049
神探狄仁杰,http://124.248.69.76:35455/yy/38338029
雍正王朝,http://124.248.69.76:35455/yy/23206872
隋唐英雄传,http://124.248.69.76:35455/yy/1352475619
康熙微服私访记,http://124.248.69.76:35455/yy/1352811698
宰相刘罗锅,http://124.248.69.76:35455/yy/1382745191
西游记后传,http://124.248.69.76:35455/yy/1353392400
宫心计,http://124.248.69.76:35455/yy/1354932429
大汉天子,http://124.248.69.76:35455/yy/1382749902
神雕侠侣,http://124.248.69.76:35455/yy/1351762426
笑傲江湖,http://124.248.69.76:35455/yy/1354936128
鹿鼎记,http://124.248.69.76:35455/yy/1382704650
寻秦记,http://124.248.69.76:35455/yy/1382749900
封神榜,http://124.248.69.76:35455/yy/1353426319
新白娘子传奇,http://124.248.69.76:35455/yy/1354490667
钟馗传说,http://124.248.69.76:35455/yy/1382736839
红楼梦,http://124.248.69.76:35455/yy/1382745084
三国演义,http://124.248.69.76:35455/yy/1354936241
仙剑奇侠传,http://124.248.69.76:35455/yy/1382749903
金装四大才子,http://124.248.69.76:35455/yy/1354926600
公主嫁到,http://124.248.69.76:35455/yy/1382736915
耀舞长安,http://124.248.69.76:35455/yy/1382741640
上海滩,http://124.248.69.76:35455/yy/1382745184
大时代,http://124.248.69.76:35455/yy/1354930891
法证先锋,http://124.248.69.76:35455/yy/1354930965
飞虎之潜行极战,http://124.248.69.76:35455/yy/1354932420
天道,http://124.248.69.76:35455/yy/1382735574
神医喜来乐,http://124.248.69.76:35455/yy/1382714119
纪晓岚,http://124.248.69.76:35455/yy/1352227227
新三国,http://124.248.69.76:35455/yy/1382705738
神探狄仁杰2,http://124.248.69.76:35455/yy/1382828767
天龙八部,http://124.248.69.76:35455/yy/1351814644
小品点播,#genre#
小品《送水工》赵本山 范伟 高秀敏,http://gcw.bdcdn.shoujiduoduo.com/v/181110/fff6f7161025c1ae11713e683d2b9c30.mp4
小品《功夫》赵本山 范伟 蔡维利 王小虎,http://gcw.bdcdn.shoujiduoduo.com/v/181110/3542142ad92cdadc07142bd64b106500.mp4
相声《跟着媳妇当保姆》冯巩 朱军 牛莉,http://gcw.bdcdn.shoujiduoduo.com/v/181110/0650ed5311b8750b7aa48e8c2a441b7c.mp4
赵本山 高秀敏 范伟《有钱了》,http://gcw.bdcdn.shoujiduoduo.com/v/190528/09564458a2fe4676cd173926ce1ca839.mp4
小品《花盆儿》黄宏 巩汉林 凯丽,http://gcw.bdcdn.shoujiduoduo.com/v/181110/4e1175ce7f85e0eb9edb836c67a580f1.mp4
相声《如此相声》,http://gcw.bdcdn.shoujiduoduo.com/v/190527/ea11dd583995b092b3156045aa2f6de1.mp4
冯巩 牛群《小偷公司》,http://gcw.bdcdn.shoujiduoduo.com/v/190601/79eb6c60d477bbad857357a27292701a.mp4
赵本山 范伟 高秀敏《心病》,http://gcw.bdcdn.shoujiduoduo.com/v/190528/ad11d8507454d002d52cf31e5515bde2.mp4
宋小宝赵本山小品《相亲2》2020春晚小品,http://gcw.bdcdn.shoujiduoduo.com/v/200614/36743f68fe23782249175d1f64808e7c.mp4
[赵本山经典小品]钟点工,http://gcw.bdcdn.shoujiduoduo.com/v/190528/5caed5f5ce38824685e212d4c43a11b1.mp4
2019年北京春晚：冯巩、杨少华等爆笑相声《今天倍儿爽》,http://gcw.bdcdn.shoujiduoduo.com/v/190226/0b48dba5348fa57ea6a7e8ed6f381aaf.mp4
冯巩 郭冬临 郭月《得寸进尺》,http://gcw.bdcdn.shoujiduoduo.com/v/190528/ef362b43f33352eb8fc3553bb7dafd7f.mp4
陈佩斯冯巩演绎相声《穿针引线》爆笑全场,http://gcw.bdcdn.shoujiduoduo.com/v/191209/57406125d9144014fa834e9d25db6904.mp4
小品《梦幻家园》蔡明 郭达 王平,http://gcw.bdcdn.shoujiduoduo.com/v/181110/66d7b21f0e641ed47f049538f9e2190c.mp4
冯巩和刘伟最早前的一部相声，配合十分默契，却没人看过！,http://gcw.bdcdn.shoujiduoduo.com/v/190619/71b0469505096a077418d75bd0125758.mp4
陈佩斯 朱时茂 《主角与配角》,http://gcw.bdcdn.shoujiduoduo.com/v/190602/cecc93dfac902248c270e2047fcef87b.mp4
潘长江 - 过河,http://gcw.bdcdn.shoujiduoduo.com/v/190528/21f13ec36f07ebbf366659673712e667.mp4
小品《红娘》郭达 蔡明 刘桂娟 刘小梅,http://gcw.bdcdn.shoujiduoduo.com/v/181110/c617e1d36ae0882c0229e5007fafbe3b.mp4
,http://gcw.bdcdn.shoujiduoduo.com/v/190530/dec08261b2cd7f09bec7306756bc966f.mp4
相声有新人：相声对抗秒变唱歌PK！李振威张番是被相声耽误的歌手,http://gcw.bdcdn.shoujiduoduo.com/v/190819/6411f478863e240d93c9a3d26b527bfe.mp4
宋小宝小品《非诚来扰》,http://gcw.bdcdn.shoujiduoduo.com/v/200611/3de0a8523cedeca73ce7e74bc1fe9bf8.mp4
小品《考验》黄宏 牛莉 雷恪生,http://gcw.bdcdn.shoujiduoduo.com/v/181110/0279270510fde1990ca158ea6cfdde60.mp4
小品《将爱情进行到底》潘长江 金玉婷,http://gcw.bdcdn.shoujiduoduo.com/v/181110/463576d0cc6e8e389e209f81959096cb.mp4
赵本山春晚二十一年-经典小品合集,http://gcw.bdcdn.shoujiduoduo.com/v/200808/38897155f4cc8e2ec432c6da6ed612b7.mp4
郭德纲于谦相声《学评书》郭德纲于谦经典相声高清,http://gcw.bdcdn.shoujiduoduo.com/v/191028/19c3f8c836d311a746bd0d8c1b7d7344.mp4
相声新势力说相声还需要“裸替”？卢鑫不说相声要给郭德纲拍戏,http://gcw.bdcdn.shoujiduoduo.com/v/190714/4f5fc8aac1e453fe01a4dd90064f1d84.mp4
江苏春晚：冯巩大年初一说相声引全场爆笑,http://gcw.bdcdn.shoujiduoduo.com/v/190521/d1fc1e8da55d5568dda7b911bd1012c2.mp4
「春节欢乐特供」岳云鹏相声合集.mp4,http://gcw.bdcdn.shoujiduoduo.com/v/200628/ccd830c2530545d38b6ebbf9abac0fc7.mp4
春晚相声“最差先生”冯巩跟牛群争相讨好, 最终谁是最差还是最好,http://gcw.bdcdn.shoujiduoduo.com/v/190805/62aa86bafa880923c8de4aca506246d2.mp4
相声《免费电话》李金斗 大兵 赵卫国,http://gcw.bdcdn.shoujiduoduo.com/v/181110/5b6cc63c06e7e78104d62e8b391ceb0f.mp4
赵本山小品不差钱(2009),http://gcw.bdcdn.shoujiduoduo.com/v/200608/b773114a9e9256c53003410681164842.mp4
相声《训徒》，三个男人说相声，笑点高速倍增,http://gcw.bdcdn.shoujiduoduo.com/v/191021/44c352b3617f28a49f469eb8d9a10c2d.mp4
相声《得寸进尺》冯巩 郭冬临 郭月,http://gcw.bdcdn.shoujiduoduo.com/v/181110/2ec06e5a0607e6738bb2cf9cae73afec.mp4
著名笑星、小品演员, 评剧表演艺术家赵丽蓉小品合辑(一),http://gcw.bdcdn.shoujiduoduo.com/v/181108/2e1fc9fd43827745e6fea2260a084b53.mp4
小品《心病》赵本山 高秀敏 范伟,http://gcw.bdcdn.shoujiduoduo.com/v/181110/1209e66a3006e74f1457dd5e8e9fe9f3.mp4
相声剧《公交协奏曲》冯巩 阎学晶 王宝强,http://gcw.bdcdn.shoujiduoduo.com/v/181110/1f862c9e4c697fc45d26f094081f3fd1.mp4
相声《马路情歌》冯巩 周涛,http://gcw.bdcdn.shoujiduoduo.com/v/181110/bffe379ba1daf33e0e55dbc54b3046f6.mp4
相声剧《信任》冯巩 林永健 宋宁 傅园慧 33,http://gcw.bdcdn.shoujiduoduo.com/v/181115/951228389765200412f788be42b1f644.mp4
小品《如此包装》赵丽蓉 巩汉林 孟薇,http://gcw.bdcdn.shoujiduoduo.com/v/181108/fb398baef600591c7f6dab28759fa2de.mp4
小品《足疗》黄宏 牛莉 沈畅,http://gcw.bdcdn.shoujiduoduo.com/v/181110/932e4ca6056d069b48604cb61d565be9.mp4
幽默表演《功夫令》赵丽蓉 巩汉林,http://gcw.bdcdn.shoujiduoduo.com/v/181108/5d2c9403c2cd9a830fdb929c4f3a83b0.mp4
小品《新闻人物》郭冬临 周涛,http://gcw.bdcdn.shoujiduoduo.com/v/181110/e05698d8d612bf17ea3765aab215d923.mp4
冯巩小品《快乐老爸》,http://gcw.bdcdn.shoujiduoduo.com/v/181115/ad301aed053068adf4dac5c574e50f3d.mp4
小品《老伴》蔡明 潘长江 潘斌龙 07,http://gcw.bdcdn.shoujiduoduo.com/v/181115/b18eba8bd382fb7a621316a0cb66d561.mp4
小品《实诚人》郭冬临 魏积安 黄晓娟,http://gcw.bdcdn.shoujiduoduo.com/v/181110/b8d1f1d806c7103169ea445635ceda0b.mp4
小品《五十块钱》周锦堂 尹北琛 李铁,http://gcw.bdcdn.shoujiduoduo.com/v/181110/734e310df0bd6967c6c018b9607a8ffe.mp4
小品《打工奇遇》赵丽蓉 巩汉林 金珠,http://gcw.bdcdn.shoujiduoduo.com/v/181108/a155fbfbc331e24e9a66ad66b27558c2.mp4
郭德纲于谦爆笑相声，郭德纲：郭德纲粉丝叫“钢丝”，于老师粉丝叫“屌丝”，于谦急了！,http://gcw.bdcdn.shoujiduoduo.com/v/200514/b5a0a35ad971e1650f9062fab24dab80.mp4
小品《卖拐》赵本山 高秀敏 范伟,http://gcw.bdcdn.shoujiduoduo.com/v/181110/5a1ec56a02d76955ffe0eb7dccf9ebb6.mp4
小品《街头卫士》句号 韩雪 周炜,http://gcw.bdcdn.shoujiduoduo.com/v/181110/76e644a583674bb98d34eb32beb9a395.mp4
春晚小品相声《荆轲刺秦》小品搞笑经典笑死人_高清,http://gcw.bdcdn.shoujiduoduo.com/v/181113/28e3cb1c234cca02d62d4d8c086a2962.mp4
小品《放心吧》孙涛 邵峰 王宏坤等 11,http://gcw.bdcdn.shoujiduoduo.com/v/181115/7ee1375b52107531690081716245c6cc.mp4
小品《火炬手》赵本山 宋丹丹 刘流,http://gcw.bdcdn.shoujiduoduo.com/v/181110/40763df696920ec9aa1d09de44035aed.mp4
经典小品《让一让生活更美好》, 冯巩真的太搞笑了, 致敬经典,http://gcw.bdcdn.shoujiduoduo.com/v/181110/7e3f3146827f13c82a7ae596aa28a302.mp4
赵本山小沈阳小品《捐助》,http://gcw.bdcdn.shoujiduoduo.com/v/181110/947e366b1b36de91713017e63a3e1992.mp4
小品《钟点工》赵本山 宋丹丹,http://gcw.bdcdn.shoujiduoduo.com/v/181110/8130523edffa57baa4bdf64028e0db69.mp4
小品《家有老爸》黄宏 林永健 黑妹,http://gcw.bdcdn.shoujiduoduo.com/v/181110/ee5e7ee2b066a4d463e170c1a1863fe8.mp4
情景相声《笑谈人生》冯巩 朱军 蔡明,http://gcw.bdcdn.shoujiduoduo.com/v/181110/65f406411c638539a267ff6b28e4dc3f.mp4
小品《一句话的事儿》郭冬临 牛莉 刘鉴,http://gcw.bdcdn.shoujiduoduo.com/v/181110/e710da051a4d80e1e002a881d54e431c.mp4
小品《美丽的尴尬》黄宏 巩汉林 林永健 金玉婷,http://gcw.bdcdn.shoujiduoduo.com/v/181110/1c54daa9cc39ce9c78a7d44bfc3f9c34.mp4
小品《妈妈的今天》 表演: 赵丽蓉、 巩汉林、 李文启,http://gcw.bdcdn.shoujiduoduo.com/v/181108/3e3579906b2ca382e40f1893d75efcf2.mp4
冯巩小品《小棉袄》全场掌声不断!,http://gcw.bdcdn.shoujiduoduo.com/v/181113/331c1c937bab970e2db92ebdf859e68b.mp4
相声《旧曲新歌》冯巩 郭冬临,http://gcw.bdcdn.shoujiduoduo.com/v/181110/8885abbd133efe0c5b16e25622e064aa.mp4
相声《台上台下》冯巩、郭冬临,http://gcw.bdcdn.shoujiduoduo.com/v/181110/9bcf82c49994f2cfc6c5b7196d868929.mp4
赵四 宋小宝 小品《看病》欢乐喜剧人小品搞笑大全高清,http://gcw.bdcdn.shoujiduoduo.com/v/201126/9eea53d9a1aee763c853560dc35b2c1f.mp4
冯巩牛群经典相声《瞧这俩爹》，教训儿子那些事太逗了，笑哭了,http://gcw.bdcdn.shoujiduoduo.com/v/191218/4d87bdedbfb234e75e1663c3e36ad683.mp4
苗阜王声2015年春晚经典相声《这不是我的》,http://gcw.bdcdn.shoujiduoduo.com/v/181113/0eefe2b6ebc5a177d9d0113e9f90e786.mp4
回味经典: 2009年春晚小品《不差钱》,http://gcw.bdcdn.shoujiduoduo.com/v/181110/ae6f3bf27875e317a845c6ac1a98b4d5.mp4
潘长江 蔡明《想跳就跳》小品,http://gcw.bdcdn.shoujiduoduo.com/v/181113/aaababc910056d866962535b32192525.mp4
小品《今天的幸福2》沈腾 马丽 杜晓宇 王琦 23,http://gcw.bdcdn.shoujiduoduo.com/v/181113/0793de27004433ee8af3ff83808880e9.mp4
